Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_03.raw
Q921I9	Q921I9	EXOS4_MOUSE	Exosc4	Exosome complex component RRP41	1.17539e+06	405441	349163	952913	815113	278482	1.02899e+06	701023	274426	1.29847e+06	906579	472232	3.40347e+06	3.43213e+06	3.4743e+06	3.23187e+06	3.28965e+06	3.86453e+06
Q921J2	Q921J2	RHEB_MOUSE	Rheb	GTP-binding protein Rheb	3.27481e+06	2.68769e+06	2.30219e+06	1.44555e+06	1.74671e+06	1.33416e+06	2.63331e+06	2.78009e+06	2.27556e+06	1.31171e+06	1.28117e+06	1.46727e+06	5.08266e+06	4.65304e+06	5.138e+06	4.78491e+06	4.89004e+06	4.45456e+06
Q921J4	Q921J4	UBE2S_MOUSE	Ube2s	Ubiquitin-conjugating enzyme E2 S	677774	167955	380417	1.33996e+06	482881	37790.5	1.52051e+06	565449		673468	710117		2.36533e+06	1.6006e+06	2.45706e+06	2.20013e+06	1.93396e+06	2.32887e+06
Q921K9	Q921K9	BCL7B_MOUSE	Bcl7b	B-cell CLL/lymphoma 7 protein family member B		272065				512768							1.68204e+06	1.27899e+06	1.97597e+06	1.16544e+06	1.76621e+06	1.78865e+06
Q921L3	Q921L3	TMCO1_MOUSE	Tmco1	Calcium load-activated calcium channel	3.30386e+07	3.80179e+07	3.59436e+07	5.9836e+07	6.10968e+07	5.77315e+07	2.9576e+07	4.28112e+07	3.07599e+07	4.75607e+07	5.89409e+07	5.60071e+07	2.32872e+07	2.67013e+07	2.47279e+07	2.42586e+07	2.48789e+07	2.50274e+07
Q921M3	Q921M3;Q921M3-2	SF3B3_MOUSE	Sf3b3	Splicing factor 3B subunit 3	2.01797e+07	9.57556e+06	5.09209e+06	3.56591e+07	2.58842e+07	1.11008e+07	1.76394e+07	9.78402e+06	4.79604e+06	3.56735e+07	2.48786e+07	1.10121e+07	4.67891e+07	4.83949e+07	4.57538e+07	4.77218e+07	4.86779e+07	4.51005e+07
Q921M4;Q921M4-2	Q921M4;Q921M4-2	GOGA2_MOUSE	Golga2	Golgin subfamily A member 2	1.45965e+07	6.96884e+06	6.37143e+06	8.73514e+06	5.32183e+06	4.75745e+06	1.1886e+07	6.70392e+06	6.22846e+06	8.69416e+06	5.3723e+06	4.24736e+06	2.58311e+06	2.68688e+06	2.47474e+06	2.48154e+06	2.57425e+06	2.54552e+06
Q921M7	Q921M7;Q8BHZ0	CYRIB_MOUSE	Cyrib	CYFIP-related Rac1 interactor B	818558	660741	653938	536790	479117	380409	715663	475790	720815	939982	461735	447791	1.60516e+06	1.49867e+06	1.58562e+06	1.71576e+06	1.36528e+06	1.60126e+06
Q921N6	Q921N6;Q921N6-2	DDX27_MOUSE	Ddx27	Probable ATP-dependent RNA helicase DDX27	1.16849e+07	5.09618e+06	2.07641e+06	1.69246e+07	1.1304e+07	6.27093e+06	1.00714e+07	5.22087e+06	2.17675e+06	1.70458e+07	1.22062e+07	5.05358e+06	2.70162e+07	2.90045e+07	2.79404e+07	2.64258e+07	2.92216e+07	2.75761e+07
Q921N7	Q921N7	TMM70_MOUSE	Tmem70	Transmembrane protein 70, mitochondrial	2.01585e+07	2.01992e+07	2.02279e+07	1.18519e+07	1.22605e+07	1.21741e+07	1.76371e+07	2.19917e+07	2.0611e+07	1.11908e+07	1.3298e+07	1.25677e+07	4.18366e+06	3.84992e+06	3.89225e+06	4.0203e+06	3.87126e+06	3.79688e+06
Q921Q3;Q921Q3-2	Q921Q3;Q921Q3-2	ALG1_MOUSE	Alg1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	1.14165e+06	1.24594e+06	730589	438502	1.90869e+06	2.64292e+06	852608	469278	1.12202e+06	1.56806e+06	719975	2.13285e+06	988261	1.18687e+06	913803	1.17356e+06	945787	881924
Q921Q7	Q921Q7	RIN1_MOUSE	Rin1	Ras and Rab interactor 1	1.76238e+06	795052	829472	1.10314e+06	764368	208025	1.7204e+06	939405	849606	1.14728e+06	872699	441500	2.73516e+06	2.30927e+06	2.72708e+06	2.96709e+06	2.22811e+06	2.77355e+06
Q921R4	Q921R4	DJC14_MOUSE	Dnajc14	DnaJ homolog subfamily C member 14	1.30163e+06	1.2432e+06	1.24364e+06	1.62924e+06	2.01642e+06	2.16487e+06		1.8322e+06	1.33188e+06	1.44112e+06	2.15481e+06	2.34422e+06	700376	937791	1.188e+06	814528	1.01446e+06	955141
Q921S7	Q921S7	RM37_MOUSE	Mrpl37	39S ribosomal protein L37, mitochondrial	3.4841e+07	4.0837e+07	4.06334e+07	3.17366e+07	3.86304e+07	3.91667e+07	3.12419e+07	3.98291e+07	4.03003e+07	3.16244e+07	3.80272e+07	3.88971e+07	6.37037e+06	7.18736e+06	6.1765e+06	6.475e+06	6.89173e+06	6.12451e+06
Q921T2-2	Q921T2;Q921T2-2;Q921T2-3	TOIP1_MOUSE	Tor1aip1	Isoform 2 of Torsin-1A-interacting protein 1	2.50028e+07	1.88379e+07	1.4676e+07	4.01766e+07	4.25543e+07	2.68581e+07	2.14046e+07	1.80391e+07	1.39956e+07	3.95025e+07	4.0788e+07	2.46279e+07	3.0676e+07	3.22845e+07	2.95227e+07	2.97906e+07	3.09377e+07	2.83521e+07
Q921U8;Q921U8-2	Q921U8;Q921U8-2;Q921U8-3;Q921U8-4	SMTN_MOUSE	Smtn	Smoothelin	9.52255e+06	3.03636e+06	3.26403e+06	1.90256e+06	1.35574e+06	1.12295e+06	8.69635e+06	2.98268e+06	3.47679e+06	1.69041e+06	1.51774e+06	2.04048e+06	3.54328e+06	3.17439e+06	3.28104e+06	3.50281e+06	3.19248e+06	3.37028e+06
Q921V5	Q921V5	MGAT2_MOUSE	Mgat2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	3.00439e+07	1.29131e+07	1.15634e+07	9.22324e+06	6.89661e+06	5.46173e+06	2.07387e+07	1.28712e+07	1.01548e+07	9.68845e+06	6.48536e+06	5.07996e+06	6.42334e+06	6.22375e+06	5.92751e+06	5.31531e+06	6.11663e+06	6.20836e+06
Q921W0	Q921W0	CHM1A_MOUSE	Chmp1a	Charged multivesicular body protein 1a	4.44166e+06	2.7964e+06	2.07047e+06	1.69317e+06	1.26631e+06	1.29223e+06	3.6846e+06	2.13685e+06	2.53273e+06	2.39499e+06		1.16961e+06	2.94525e+06	2.33224e+06	2.64023e+06	2.76931e+06	2.66602e+06	2.59123e+06
Q921W4	Q921W4;Q921W4-2	QORL1_MOUSE	Cryzl1	Quinone oxidoreductase-like protein 1			221499					167950	288026				737687	638990	705396	658704	576094	814681
Q921X6	Q921X6	RPC6_MOUSE	Polr3f	DNA-directed RNA polymerase III subunit RPC6										3.64428e+07			3.67528e+06	2.46952e+06	3.25905e+06	3.17066e+06	3.09578e+06	2.6022e+06
Q921X9	Q921X9	PDIA5_MOUSE	Pdia5	Protein disulfide-isomerase A5	5.78949e+06	8.80916e+06	8.68169e+06	6.29395e+06	9.08989e+06	1.10611e+07	4.25693e+06	8.48716e+06	7.58899e+06	6.41354e+06	9.66399e+06	1.00331e+07	5.65085e+06	5.45485e+06	5.15439e+06	4.62565e+06	5.78584e+06	4.87983e+06
Q921Y2	Q921Y2	IMP3_MOUSE	Imp3	U3 small nucleolar ribonucleoprotein protein IMP3	3.72817e+06	1.74016e+06	545571	5.41918e+06	3.26093e+06	2.20309e+06	2.6296e+06	1.51878e+06	570430	7.14056e+06	2.98039e+06	1.13126e+06	7.57441e+06	7.02608e+06	7.5927e+06	7.22685e+06	6.86778e+06	6.42635e+06
Q922B1	Q922B1	MACD1_MOUSE	Macrod1	ADP-ribose glycohydrolase MACROD1	3.98235e+06	4.67383e+06	4.61839e+06	2.97015e+06	2.84893e+06	3.09279e+06	3.97439e+06	4.71642e+06	4.51147e+06	2.41779e+06	2.85602e+06	3.45475e+06	875525	1.16677e+06	944754	968303	1.38886e+06	1.13121e+06
Q922B2	Q922B2	SYDC_MOUSE	Dars1	Aspartate--tRNA ligase, cytoplasmic	4.89982e+06	4.55548e+06	4.30035e+06	6.23803e+06	4.49771e+06	4.03108e+06	4.26719e+06	4.91474e+06	4.09799e+06	6.75876e+06	4.2846e+06	3.85346e+06	2.04328e+07	1.86615e+07	2.05484e+07	2.10343e+07	1.86775e+07	2.10238e+07
Q922B9;Q922B9-3	Q922B9;Q922B9-3	ITPI2_MOUSE	Itprid2	Protein ITPRID2	691357	511743	714840	784617	1.22946e+06	1.26919e+06	6.95304e+06	821862	796920	844143	1.16829e+06	1.0187e+06	256311	342796	364030	279634	292859	235524
Q922D4;Q922D4-2	Q922D4;Q922D4-2;Q922D4-3;Q922D4-4	PP6R3_MOUSE	Ppp6r3	Serine/threonine-protein phosphatase 6 regulatory subunit 3													769390	672296	673219	860885	527669	690041
Q922D8	Q922D8	C1TC_MOUSE	Mthfd1	C-1-tetrahydrofolate synthase, cytoplasmic	2.61497e+06	2.27588e+06	2.0715e+06	2.51745e+06	2.5942e+06	2.659e+06	3.46852e+06	2.47959e+06	1.96231e+06	2.78964e+06	2.69857e+06	2.23537e+06	1.41123e+07	1.26383e+07	1.38233e+07	1.43218e+07	1.26399e+07	1.37465e+07
Q922E6	Q922E6	FAKD2_MOUSE	Fastkd2	FAST kinase domain-containing protein 2, mitochondrial	8.33078e+06	9.47382e+06	9.69106e+06	5.05042e+06	6.68428e+06	7.9386e+06	7.04599e+06	8.43315e+06	9.43465e+06	4.75289e+06	7.46962e+06	8.09701e+06	1.89023e+06	1.93882e+06	1.64444e+06	1.52373e+06	1.88868e+06	1.48336e+06
Q922F4	Q922F4	TBB6_MOUSE	Tubb6	Tubulin beta-6 chain	1.80068e+06	1.14672e+06	865952	3.3053e+06	2.28443e+06	1.13475e+06	2.01974e+06	1.00013e+06	960219	4.05816e+06	2.20774e+06	959875	8.73783e+06	7.03888e+06	7.77287e+06	8.17213e+06	7.0091e+06	8.02631e+06
Q922F4;Q9ERD7	Q922F4;Q9ERD7	TBB3_MOUSE;TBB6_MOUSE	Tubb3;Tubb6	Tubulin beta-6 chain	5.73439e+06	2.11541e+06	2.51254e+06	6.45657e+06	3.99344e+06	1.67568e+06	5.05168e+06	2.00873e+06	1.80885e+06	5.76047e+06	3.62878e+06	2.12714e+06	2.06222e+07	1.32396e+07	2.0247e+07	2.27842e+07	1.40348e+07	1.92589e+07
Q922G0	Q922G0	S2536_MOUSE	Slc25a36	Solute carrier family 25 member 36	1.8603e+06	2.01985e+06	1.89946e+06	371663	1.90608e+06	1.68819e+06	1.9279e+06	1.40346e+06	1.87933e+06	1.12425e+06	1.68991e+06	1.60723e+06	211949	383380	323312	285171	378883	278665
Q922G2	Q922G2	FA76A_MOUSE	Fam76a	Protein FAM76A	1.61617e+06	602530	539236	4.05475e+06	2.75852e+06	1.03942e+06	1.31384e+06	966831	737722	3.71464e+06	3.02082e+06	1.05925e+06	588729	746102	922598	460267	631630	590588
Q922H1;Q922H1-2	Q922H1;Q922H1-2	ANM3_MOUSE	Prmt3	Protein arginine N-methyltransferase 3													268350	193398	280104	252592	130162	131502
Q922H2	Q922H2	PDK3_MOUSE	Pdk3	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	3.4254e+07	3.97159e+07	3.88512e+07	2.63028e+07	3.37434e+07	3.66079e+07	3.2195e+07	4.02605e+07	3.90795e+07	2.80022e+07	3.33099e+07	3.57899e+07	6.15892e+06	7.66431e+06	6.79799e+06	7.44874e+06	7.35378e+06	6.71718e+06
Q922H4	Q922H4	GMPPA_MOUSE	Gmppa	Mannose-1-phosphate guanyltransferase alpha		235053									283091		1.8685e+06	1.44678e+06	1.56524e+06	2.01809e+06	1.43448e+06	1.35856e+06
Q922H9;Q922H9-2	Q922H9;Q922H9-2	ZN330_MOUSE	Znf330	Zinc finger protein 330													440557	601137	526725	624873	590484	507302
Q922J3	Q922J3;Q922J3-2	CLIP1_MOUSE	Clip1	CAP-Gly domain-containing linker protein 1	897722	388090	335258				741538	473712	363093		584567	62823.1	1.75394e+06	1.85902e+06	2.093e+06	1.74888e+06	1.73563e+06	1.78261e+06
Q922J3;Q9Z0H8;Q9Z0H8-2	Q922J3;Q922J3-2;Q9Z0H8;Q9Z0H8-2	CLIP1_MOUSE;CLIP2_MOUSE	Clip1;Clip2	CAP-Gly domain-containing linker protein 1	1.76359e+06			173671				498175	735340	527189	634418		1.85108e+06	1.89058e+06	2.68052e+06	2.85687e+06	2.06049e+06	1.8813e+06
Q922J9;Q922J9-4	Q922J9;Q922J9-3;Q922J9-4	FACR1_MOUSE	Far1	Fatty acyl-CoA reductase 1	1.57922e+07	1.74154e+07	1.32929e+07	2.09154e+07	2.14388e+07	2.65316e+07	1.203e+07	1.68667e+07	1.27497e+07	2.22421e+07	2.22017e+07	2.58511e+07	1.19943e+07	1.28072e+07	1.24091e+07	1.15386e+07	1.3362e+07	1.15346e+07
Q922K7	Q922K7	NOP2_MOUSE	Nop2	Probable 28S rRNA (cytosine-C(5))-methyltransferase	1.62701e+07	6.3343e+06	2.09682e+06	2.25112e+07	1.54284e+07	7.73637e+06	1.48388e+07	6.12663e+06	2.37938e+06	2.3113e+07	1.55941e+07	7.7684e+06	3.32433e+07	3.40331e+07	3.12649e+07	3.35122e+07	3.50007e+07	3.11599e+07
Q922L6	Q922L6	NELFD_MOUSE	Nelfcd	Negative elongation factor D				1.22662e+06	623728					1.79919e+06	896909	545334	1.82594e+06	1.84658e+06	1.96222e+06	1.50851e+06	1.8001e+06	1.70994e+06
Q922M3	Q922M3	BACD3_MOUSE	Kctd10	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	3.92718e+06	1.96564e+06	2.53184e+06	922562	761494	634040	1.71421e+06	1.97768e+06	2.04399e+06	1.26027e+06	964757	546957	3.64794e+06	2.20545e+06	3.14425e+06	3.00913e+06	3.32182e+06	2.63589e+06
Q922M7	Q922M7	ASHWN_MOUSE		Ashwin	261553			374988				174744		235476			1.4732e+06	1.03307e+06	1.1792e+06	1.48276e+06	1.12886e+06	1.33998e+06
Q922P9	Q922P9	GLYR1_MOUSE	Glyr1	Putative oxidoreductase GLYR1	4.22863e+06	2.58674e+06	2.26533e+06	8.58341e+06	7.49694e+06	2.76903e+06	4.32917e+06	2.91282e+06	2.1809e+06	1.01152e+07	7.52719e+06	3.08663e+06	5.76753e+06	5.50474e+06	4.82542e+06	5.47699e+06	5.19519e+06	4.75753e+06
Q922Q1	Q922Q1	MARC2_MOUSE	Mtarc2	Mitochondrial amidoxime reducing component 2	7.26607e+07	8.86594e+07	8.23493e+07	4.50135e+07	5.01698e+07	5.63907e+07	6.3117e+07	7.98401e+07	8.55438e+07	4.12801e+07	4.79312e+07	5.34694e+07	1.56476e+07	1.48132e+07	1.36667e+07	1.51587e+07	1.34512e+07	1.257e+07
Q922Q2	Q922Q2	RIOK1_MOUSE	Riok1	Serine/threonine-protein kinase RIO1	5.35707e+06	3.26483e+06	2.24328e+06	1.90228e+07	5.40606e+06	2.75174e+06	4.54732e+06	2.57109e+06	1.71346e+06	1.96705e+07	5.48523e+06	2.95423e+06	1.39212e+06	1.60659e+06	1.3278e+06	1.75088e+06	1.66398e+06	1.70608e+06
Q922Q4	Q922Q4	P5CR2_MOUSE	Pycr2	Pyrroline-5-carboxylate reductase 2	1.69957e+08	1.95566e+08	2.01087e+08	1.137e+08	1.49865e+08	1.5074e+08	1.50413e+08	2.04734e+08	2.03085e+08	1.23384e+08	1.52213e+08	1.49369e+08	3.45332e+07	3.63062e+07	3.3132e+07	3.59765e+07	3.73852e+07	3.48298e+07
Q922Q4;Q922W5	Q922Q4;Q922W5	P5CR1_MOUSE;P5CR2_MOUSE	Pycr1;Pycr2	Pyrroline-5-carboxylate reductase 2	1.67141e+08	1.46404e+08	1.91115e+08	6.79394e+07	1.28543e+08	1.36378e+08	1.59457e+08	1.42902e+08	1.76456e+08	6.62755e+07	1.2582e+08	1.33113e+08	3.76219e+07	3.42775e+07	2.86488e+07	2.90164e+07	3.45618e+07	3.04012e+07
Q922Q5	Q922Q5	S35B3_MOUSE	Slc35b3	Adenosine 3'-phospho 5'-phosphosulfate transporter 2	4.04278e+06	812781	1.4403e+06	2.20511e+06	1.13843e+06	891830	3.76475e+06	1.82124e+06	1.4574e+06	2.10181e+06	1.19894e+06	996275	939520	943735	873728	905775	856573	755969
Q922Q8	Q922Q8	LRC59_MOUSE	Lrrc59	Leucine-rich repeat-containing protein 59	1.6098e+08	1.96979e+08	1.83807e+08	1.63771e+08	2.74144e+08	2.68193e+08	1.65401e+08	1.94848e+08	1.78511e+08	1.73898e+08	2.61075e+08	2.64389e+08	1.1086e+08	1.15648e+08	9.59249e+07	1.07655e+08	1.137e+08	1.03476e+08
Q922Q9	Q922Q9	CHID1_MOUSE	Chid1	Chitinase domain-containing protein 1	1.28916e+06	1.37377e+06	954447	2.96617e+06	2.89261e+06	3.15748e+06	934097	1.18461e+06	1.15718e+06	2.48016e+06	2.99178e+06	3.18017e+06	852288	1.06735e+06	782557	838435	904142	514494
Q922R5	Q922R5	P4R3B_MOUSE	Ppp4r3b	Serine/threonine-protein phosphatase 4 regulatory subunit 3B	5.66755e+06	4.70678e+06	5.27453e+06	4.55235e+06	4.72115e+06	4.66726e+06	6.06037e+06	4.16045e+06	4.10674e+06	2.99338e+06	2.0292e+06	4.17665e+06	4.29085e+06	3.5516e+06	3.3578e+06	3.79968e+06	3.35085e+06	3.92851e+06
Q922R8	Q922R8	PDIA6_MOUSE	Pdia6	Protein disulfide-isomerase A6	4.52129e+07	6.2591e+07	5.2296e+07	4.69423e+07	6.0338e+07	6.35439e+07	3.95303e+07	6.18052e+07	5.06164e+07	4.51407e+07	6.10038e+07	6.15086e+07	5.83767e+07	6.76455e+07	5.77688e+07	6.23188e+07	6.72693e+07	6.09596e+07
Q922S8	Q922S8	KIF2C_MOUSE	Kif2c	Kinesin-like protein KIF2C	4.33934e+06	1.00918e+06	838612	4.72057e+06	2.65462e+06	1.22824e+06	4.29629e+06	1.20479e+06	739649	4.24029e+06	3.01429e+06	1.32234e+06	3.89435e+06	3.21565e+06	3.22193e+06	3.60949e+06	3.39424e+06	3.62455e+06
Q922U1	Q922U1	PRPF3_MOUSE	Prpf3	U4/U6 small nuclear ribonucleoprotein Prp3	9.80488e+06	2.45221e+06	1.59891e+06	1.22988e+07	9.15685e+06	2.42647e+06	9.40405e+06	2.33594e+06	1.53792e+06	1.06967e+07	8.6579e+06	1.9527e+06	1.19751e+07	1.28208e+07	1.20908e+07	1.21863e+07	1.30131e+07	1.24024e+07
Q922U2	Q922U2	K2C5_MOUSE	Krt5	Keratin, type II cytoskeletal 5	3.28451e+07	1.4891e+07	8.00717e+06	1.37603e+08	3.44153e+07	1.6228e+07	2.84484e+07	1.40192e+07	7.13266e+06	1.29261e+08	3.37667e+07	1.52764e+07	1.20502e+07	6.54042e+06	8.95046e+06	1.15665e+07	6.72355e+06	8.28162e+06
Q922V4	Q922V4	PLRG1_MOUSE	Plrg1	Pleiotropic regulator 1	6.83428e+06	3.22674e+06	1.23092e+06	1.01975e+07	9.7081e+06	3.95087e+06	6.97198e+06	3.02298e+06	1.38197e+06	1.30102e+07	1.00735e+07	3.54557e+06	1.66618e+07	1.71419e+07	1.61239e+07	1.67645e+07	1.69926e+07	1.64556e+07
Q922W5	Q922W5	P5CR1_MOUSE	Pycr1	Pyrroline-5-carboxylate reductase 1, mitochondrial	2.00185e+07	2.40182e+07	2.19681e+07	2.92086e+07	3.17431e+07	3.2174e+07	1.96788e+07	2.39355e+07	2.24507e+07	3.21653e+07	3.26864e+07	3.35762e+07	4.90373e+06	4.64589e+06	3.9114e+06	4.42522e+06	4.43875e+06	4.15003e+06
Q922X9	Q922X9	ANM7_MOUSE	Prmt7	Protein arginine N-methyltransferase 7													305983	234996	269936	387740	271884	304375
Q922Y1	Q922Y1	UBXN1_MOUSE	Ubxn1	UBX domain-containing protein 1			72617.4					61448.2					5.32742e+06	5.43605e+06	7.36523e+06	5.41296e+06	5.20547e+06	5.85979e+06
Q922Y2	Q922Y2	TRI59_MOUSE	Trim59	Tripartite motif-containing protein 59	3.9811e+06	5.15581e+06	4.35295e+06	4.36774e+06	4.33884e+06	3.67144e+06	4.15208e+06	3.61329e+06	4.65225e+06	3.49978e+06	4.21384e+06	4.18602e+06	2.18581e+06	3.03416e+06	2.663e+06	2.54295e+06	2.74209e+06	2.16508e+06
Q923B1	Q923B1	DBR1_MOUSE	Dbr1	Lariat debranching enzyme	106432												505746	272250	487097	571145	216900	561561
Q923D2	Q923D2	BLVRB_MOUSE	Blvrb	Flavin reductase (NADPH)	677349			323228	107828	353872					377376	242268	1.95172e+06	1.20987e+06	1.72428e+06	1.90418e+06	1.44506e+06	1.63454e+06
Q923D5	Q923D5	WBP11_MOUSE	Wbp11	WW domain-binding protein 11	1.10804e+07	4.29003e+06	2.23825e+06	1.3877e+07	1.02917e+07	4.60978e+06	9.50457e+06	4.21165e+06	2.20333e+06	1.44384e+07	1.03363e+07	4.54365e+06	1.54716e+07	1.67348e+07	1.57682e+07	1.57134e+07	1.628e+07	1.52408e+07
Q923E4	Q923E4	SIR1_MOUSE	Sirt1	NAD-dependent protein deacetylase sirtuin-1	60179.7												1.82079e+06	1.45366e+06	1.90379e+06	1.84154e+06	1.66519e+06	1.98586e+06
Q923G2	Q923G2	RPAB3_MOUSE	Polr2h	DNA-directed RNA polymerases I, II, and III subunit RPABC3	1.30394e+06	587247	611818	1.20645e+06	1.24097e+06	857813	1.55387e+06	711993	369856	1.26738e+06	1.13385e+06	817487	3.16267e+06	3.76815e+06	3.75292e+06	3.22135e+06	3.38632e+06	3.8634e+06
Q923J1	Q923J1	TRPM7_MOUSE	Trpm7	Transient receptor potential cation channel subfamily M member 7	222441	459770	515782	146339	152581	91165.8	494306	328852	314885		241869	313997	109824	194823	75547.6	250721	249459	84572.1
Q923K4	Q923K4;Q923K4-2	GTPB3_MOUSE	Gtpbp3	tRNA modification GTPase GTPBP3, mitochondrial	2.49394e+06	3.51885e+06	3.38377e+06	1.57972e+06	2.43664e+06	3.13861e+06	2.63251e+06	3.29031e+06	3.10285e+06	1.86016e+06	2.74802e+06	2.70127e+06	463441	468811	230833	283498	658679	378082
Q923S9	Q923S9	RAB30_MOUSE	Rab30	Ras-related protein Rab-30	1.73667e+06	2.37101e+06	1.49908e+06		449559		1.68366e+06	548706	1.30179e+06				492568	217877	486866	354224	477546	724528
Q923T9;Q923T9-2;Q923T9-3	Q923T9;Q923T9-2;Q923T9-3;P28652	KCC2G_MOUSE	Camk2g	Calcium/calmodulin-dependent protein kinase type II subunit gamma	2.42677e+06	3.04421e+06	2.70935e+06	1.18852e+06	1.4045e+06	1.86271e+06	1.73178e+06	2.43205e+06	2.46943e+06	1.63086e+06	965149	1.61185e+06	3.53381e+06	3.67646e+06	3.94139e+06	3.52212e+06	4.01391e+06	3.90289e+06
Q923W1	Q923W1	TGS1_MOUSE	Tgs1	Trimethylguanosine synthase	1.97309e+06	2.33774e+06	1.40824e+06	2.04828e+06	3.17808e+06	1.18014e+06	4.83314e+06		2.90139e+06	784992	1.97368e+06		1.99776e+06	591980	1.51819e+06	1.86775e+06	1.66876e+06	1.70042e+06
Q923X4;Q923X4-2	Q923X4;Q923X4-2	GLRX2_MOUSE	Glrx2	Glutaredoxin-2, mitochondrial	9.76736e+06	1.07065e+07	1.00123e+07	7.75038e+06	9.28154e+06	1.14951e+07	7.02463e+06	1.12753e+07	1.04038e+07	9.69716e+06	1.01564e+07	1.18808e+07	2.54529e+06	4.91989e+06	538426	2.58986e+06	3.74553e+06	3.31284e+06
Q923Z0	Q923Z0	GPC5B_MOUSE	Gprc5b	G-protein coupled receptor family C group 5 member B			503734	1.1111e+06	860773			509239		971516	548722	547299						
Q923Z3	Q923Z3	MTO1_MOUSE	Mto1	Protein MTO1 homolog, mitochondrial	7.69865e+06	7.85324e+06	8.47284e+06	2.39325e+06	3.46812e+06	4.95431e+06	7.42884e+06	7.76993e+06	7.4345e+06	3.86274e+06	4.7704e+06	5.22387e+06	1.31852e+06	1.34561e+06	1.16584e+06	1.88388e+06	1.35065e+06	1.41083e+06
Q924A2	Q924A2;Q924A2-2	CIC_MOUSE	Cic	Protein capicua homolog					1.2461e+06	874076		281646		1.06987e+06			1.50872e+06	1.59414e+06	1.8547e+06	1.68192e+06	1.38206e+06	1.74574e+06
Q924C1	Q924C1;Q924C1-2	XPO5_MOUSE	Xpo5	Exportin-5	919818	671865	511641	2.11257e+06	1.95335e+06	438174		816831	444392	2.37981e+06	1.71955e+06	922658	6.48909e+06	5.11921e+06	5.9875e+06	6.2688e+06	5.09639e+06	5.76565e+06
Q924C6	Q924C6	LOXL4_MOUSE	Loxl4	Lysyl oxidase homolog 4	382551	202093	233016		83103.7		416220	157515	296090			30786.4	85854.5	123124	97046.9	39271.7	88994.4	108162
Q924D0	Q924D0	RT4I1_MOUSE	Rtn4ip1	Reticulon-4-interacting protein 1, mitochondrial	3.52338e+06	4.4628e+06	4.27693e+06	2.19514e+06	2.3873e+06	2.96939e+06	3.16925e+06	3.96436e+06	4.38899e+06	2.35617e+06	2.83161e+06	2.8461e+06	614911	546114	533889	442379	531519	581405
